src_text,label,language
masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo. Hu khou lavhelelwa uri vhathu vha Vhathu vha ṱuṱuwedzwa u ṱanganela kha nyendo dza mvelaphanda. Masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo. Hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho..,1,ven
"re ile ra swanela ke go gopodišiša ka ga seabe sa seemo se go ekonomi ye e šetšego e fokola ka go bobedi lebaka le letelele le le lekopana, le seabe sa tšhitišo ye kgolo ye go maphelo a dimilione tša batho.
",0,nso
"sefoka se sekaone sa ka seleteng se thopilwe ke umzinyathi (kwazulunatal).
",0,nso
"kha vha tsireledze vhana kha inthanethe vukuzenzele unnamed musi ḽifhasi ḽi tshi khou bvela phanḓa na u pfukela kha maitele a u shumisa inthanethe, ndi zwa ndeme uri vhana na vhone vha shumise tshikhala itshi fhedzi nga thungo vha tshi khou ḓi dzula vho tsireledzea.
",0,ven
"""yo no tou vha nḓowelo u rumelana zwifanyiso na zwiṅwe nga u shumisa nyanḓadzamafhungo dza matshilisano.
",0,ven
batho ba kgopelwa go ikwaditša bakeng sa lenaneo le le mpsha. Mogwera wa tikologo o. Go na le diphetogo go tšweletšong ya motlakase le meetse..,1,nso
"vhaṅwe vha vhadzhe neli vha 84% kha ḽiga ḽa u thoma vho vha vhe vhaswa vha vhukale ha fhasi ha miṅwaha ya 35, nahone vha mbili tshararu vho vha vhe vhafumakadzi.
",0,ven
uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. Abahlali bayacelwa ukuba babhalisele uncedo.,1,xho
"go fetoša mekgwa ya taolo ya naga ya temo go bohlokwa kudu, e sego fela ka go rarolla ditiragalo tša tlhokego ya toka tša nakong ye e fetilego eupša le go šireletša tšhireletšego dijong go setšhaba sa gaborena.
",0,nso
"oku kubonakala ngendlela: yokwenza iimpazamo ezingenamsebenzi yokungagqibi imisebenzi yokulahlekelwa zizinto yokuphazamiseka lula nokulibalaimizekelo yokuphazamiseka okanye yokuba sisingxami iquka: ukungqunga ukubetha izandla okanye iinyawo ukujubalaza esihlalweni sabo ukukhwaza iimpendulo nokuphakama xa kulinde leke ukuba uhlale phantsi.
",0,xho
komiti ya mbangu yi ta khoma nhlangano ni vaaki. Ndzi tshembha leswaku ntirho lowu wu ta pfuna swirho swa muganga. Vaendli va nawu va.,1,tso
"ekuhambeni kwexesha, le nkqubo iza kuquka indawo 'yokuqeshwa koluntu', apho siza kudibana nabanye ababandakanyekayo bezentlalo ukuqesha abantu kwimisebenzi eyahlukeneyoukusuka ekuphuculeni ukuba kukho ukutya, ukujongana nobundlobongela obusekelwe kwisini ukuya ekuphuculeni iindawo zokuhlala zasemijondolo konke oko kunegalelo elilungileyo kokuqhelekileyo.
",0,xho
"nongonoko lowu, lowu nga tisa ku humelela wu tlangile xiave xa nkoka eka ku tiyisisa ku tengisiwa loku nga humelela ku sukela loko wu sungule ku tirhisiwa, ngopfungopfu eka vugevenga lebyi va ka byi kunguhatiwile.
",0,tso
"""lenaneo le le bohlokwa go tšwetša pele ditokelo tša baithuti tša molaotheo go phepo ya motheo le go thuto ya motheo,"" gwa hlaloša motlatšatona wa thuto ya motheo ngaka reginah mhaule.
",0,nso
khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi khou itwa nga masipala. Masipala u na.,1,ven
"naa batho bao ba fetetšwego ke naa batho bao ba fetetšwego ke covid19covid19 ba ka fetetša bolweba ka fetetša bolwetši go batho ba bangwe bjang?
",0,nso
"vha siu vho dovha vha ṋewa thendelo ya u vula milandu hu u itela u wana murahu tshinyalelo kana ndozwo yo iteaho kha muvhuso.
",0,ven
"ge ke be ke eme ka lefoko lekgotla la molaotheo mengwaga ye 25 ya go feta, ke rile molaotheo wa rena o swanetše go se be mantšu fela ao a ngwadilwego pampiring; eupša o swanetše go ba kgonthe maphelong a setšhaba sa rena.
",0,nso
"ge re šoma go fediša bomenetša, go swanetše go ba le nepo ya go lekana go ruteng maitshwaro a mabotse, ka gore seo e ka se bego go tshela molao e ka ba seo se hlokago maitshwaro a mabotse le go se be maleba go mošomi wa mmušo.
",0,nso
ntirho wo hlawuleka wa ta sunguriwa emasunguleni ya n'hweti leyi taka. Ntirho wo hlawuleka wa ta sunguriwa emasunguleni ya n'hweti leyi taka..,1,tso
"nga kha fulo ḽa operation vulindlela, ro dovha hafhu ra kona u shumisa maṅwe maitele o fhelelaho nahone a vhuronwane kha zwa tshandukiso, u vhona uri hu khou vha na vhukonanyi ha khwine vhune ngaho mihasho nga vhunzhi khathihi na zwiimiswa zwa kona u shela mulenzhe.
",0,ven
"vhaswa vha khou ita mushumo wavho; vha ḽoḽa muvhuso, na tshitshavha tshoḽhe, uri ri ite mushumo washu.
",0,ven
vhathu vha ṱuṱuwedzwa u ṱanganela kha nyendo dza mvelaphanda. Hu khou lavhelelwa uri vhathu vha. Masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo..,1,ven
go na le maitekelo a go lokiša ditaba tša thuto. Dipalangwa di tla hlabollwa go fihlelela ditlhoko tša setšhaba. Se se tla thuša go hlaola diphapano setšhabeng.,1,nso
"byi tlherisele endzhaku matshalatshala ya mfumo yo nyika nhlayiso wa rihanyu wa nkoka, ku nyika mati mo tenga, ni ku tiyisisa mphakelo wo tiya wa gezi eka vaaki ni mabindzu.
",0,tso
"hikwalaho ka phurosese ya mpfuxeto hi le ku antswiseni hi ndlela leyi yaka emahlweni ma tirhelo ya mihlaluko ya hina na swiporo na ku pfulela vuvekisi lebyikulu bya swimakiwakulu.
",0,tso
nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi khou itwa nga masipala. Nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi.,1,ven
masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo. Komiti ya mutheo i khou ita mushumo wa u imisa u shandukela ha tshikalo. Vhadzulapo. Masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo..,1,ven
"pulane ya zwa tshiṱirathe dzhi ya lushaka ya gbvf, ine ya sumbedza maga a u lwa na gbvf, na yone yo no bvele dzwa.
",0,ven
iKomiti yendalo iya kubamba intlanganiso noluntu. IKomiti yendalo iya kubamba intlanganiso noluntu. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Abahlali bayacelwa UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo..,1,xho
uMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa..,1,xho
ku ta va ni ku cinca eka mphakelo wa mati ni gezi. Ndzi tshembha leswaku ntirho lowu wu ta pfuna swirho.,1,tso
iKomiti yendalo iya kubamba intlanganiso noluntu. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. UMasipala ubhengeze.,1,xho
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho. Hu do. Vhadzulapo vha khou humbelwa u dzhiela nṱha pfanelo dzavho..,1,ven
ku ta va ni ku cinca eka mphakelo wa mati ni gezi. Masipala. Swi laveka leswaku ku vekiwa swiboho leswi nga ta pfuna hinkwavo..,1,tso
"njengabantu abadala, kufuneka sizikhwebule kwimikhwa efana nokuthuma abantwana abasebancinane ukuba basithengele utywala okanye ukuvuma izicelo zokuthengela olu lutsha utywala.
",0,xho
"mihasho i thomaho mushumo na vhaṅwe vhashumisani kana vhathu vha kwameaho vho lingwa vhukoni havho ha u kona u thoma tshithu nga vhuronwane.
",0,ven
masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo. Khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Komiti ya mutheo i khou ita mushumo wa u imisa u.,1,ven
lenaneo la tlhokomelo ya maphelo le tla thomišwa kgweding ye e tlago. Bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo. Komiti ya tikologo e tla.,1,nso
"loko u ri na xin'wana xa swikombeto leswi, lava mpfuno wa swa vutshunguri hi ku hatlisa.
",0,tso
mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Mmasepala. Mogwera wa tikologo o boletše ka bohlokwa bja paballo ya tikologo.,1,nso
nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi.,1,ven
"njengoninzi lolutsha lwasemzantsi afrika oluphuma kumakhaya ahlelelekileyo, umkhize wayesazi ukuba ufuna ukulandela ikhondo lobunjineli, kodwa akukho namnye kusapho lwakhe owayenakho ukuhlawula imali yokufunda yasekho lejini.
",0,xho
komiti ya tikologo e tla swara kopano le setšhaba. Go na le diphetogo go tšweletšong ya motlakase le. Tlhahlobo ya mešomo e tla dirwa kgwedi e tlago.,1,nso
mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo. Lenaneo la.,1,nso
"maano a gare a fetošetšwa go ba magato ebile mai kgafo a thoma go bonagala mešomong le menyetleng ya mešomo.
",0,nso
"handle ko antswisa vutihlamuleri ni ku tlakusa matikhomelo lama nene ya vumunhu, a xi kona lexi nga fikeleriwaka.
",0,tso
ku ta va ni ku cinca eka mphakelo wa mati ni gezi. Vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo. Masipala wu.,1,tso
"un’wana a nga vulavula hi swiendlo swa manyala swa vukungundzwana lebyi nga humelela lembe leri nga hundza eka ku xaviwa ka tin hundzu na vukorhokeri leswi a swi laveka eka ku lwisana ka hina na ntungukulu wa covid19.
",0,tso
masipala wu tivisile leswaku ku ta endliwa ntirho wo antswisa switirhisiwa. Vaendli va nawu. Vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki..,1,tso
"le ge bontšhi bja ditiragalo tše di re tšwele taolong, mmušo o dira ka moo o kgonago go šireletša afrika borwa kgahlanong le dikoketšo tša ditheko tša gabjale le tša ka moso.
",0,nso
"a hi yeni emahlweni hi tirha xiphemu xa hina.
",0,tso
dithulaganyo di lebeletše go thuša ka tlhokomelo ya bana. Go kgothaletšwa setšhaba go tsenya letsogo le go tšea karolo.,1,nso
"okwesithathu, sifuna ukuqinisekisa ukuba abantu basetyhini bayakwazi ukufikelela kwiimpahla ezivelisayo ezifana nomhlaba.
",0,xho
"esi sikolo saqalisa ukuqhuba inkqubo yaso yesondlo ukususela ngo1994.
",0,xho
hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho. Hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa. Nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi khou itwa nga masipala..,1,ven
"vhalwadze vha shumisaho venthiḽeitha vha ṱumanyiwa nayo nga kha masiki wa khofheni.
",0,ven
go tšweletšwa ga lenaneo le le lebelelwa go kaonafatša tlhabollo ya dikgwebo. Se se dira gore bafetolela ba hwetše ditirelo tše di tseneletšego. Se se bontšha boikemišetšo bja go fetoša maemo a maphelo.,1,nso
"mokgwa woo o ka be o dirile gore go be le diphokotšo tše kgolo tša tšhomišo ya tšhelete go ditirelo tša leago tšeo bahloki ba di tshepilego.
",0,nso
masipala wu tivisile leswaku ku ta endliwa ntirho wo antswisa switirhisiwa. Ku ta va ni ku cinca eka mphakelo wa mati ni gezi. Ntirho wo hlawuleka wa ta sunguriwa emasunguleni ya n'hweti leyi taka. Vaendli va nawu va khensa nkarhi wa.,1,tso
"hi nkarhi, nongoloko lowu wu ta katsa xiphemu xa 'ku thoriwa ka vanhu', laha hi nga ta tirhisana na vatekaxiave xa vanhu ku thola vanhu eka migingiriko yo hambanahambana kusuka eka nsirhelelo wa swakudya, kufika eka ku tirhana na madzolonga yo ya hi rimbewu ku antswisa vutshamiso lebyi nga riki bya ximfumo leyi yi hoxaka xandla eka ku vuyerisa vanhu hinkwavo.
",0,tso
"loko hi ta humelela eka ku herisa aids tanihi nxungeto wa swa rihanyu ra vaaki eka malembe ya khume lawa ma landzelaka, hi fanele hi hlanganisa ku humelela loku ka swa vutshunguri na ku cinca ka nkoka ka matikhomelo.
",0,tso
uMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Amaqela oluntu aya.,1,xho
"njengelizwe sisahleli nemiphumela yezenzo ezibi ezenziwa egameni localulo lomhlaba.
",0,xho
"bobegaditaba bjo bo lokologilego ga se mafelelo ka bobjona.
",0,nso
"la macandelo aquka: iirestyu, izimokolo nezinye iindawo zentselo, ngaphandle kokuba ukutya kuza kusiwa okanye kuza kulandwa.
",0,xho
"oku kufuneka kuboniswe kwii ndlela ezahlukeneyo zokuqesha kunye nokulawula, kubunini nakwinkqubo yokufumana abanikizinkonzo.
",0,xho
kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. Uluntu luyakhuthazwa.,1,xho
"umhla wokugqibela wenkxasomali yensfas sphelele ngubane abafundi kunye nolutsha oluphuma kumakhaya ahlelelekileyo bayakhuthazwa ukuba bafake izicelo ze nkxasomali kwisikimu soncedo lwezezimali sabafundi sesizwe (insfas).
",0,xho
"leswi swi ta na nxungeto lowukulu wa hundziselo.
",0,tso
tlhahlobo ya mešomo e tla dirwa kgwedi e tlago. Ditokelo tša motheo di swanetše go šireletšwa ka mekgwa. Ditokelo tša motheo di swanetše go šireletšwa ka mekgwa ya semolao Bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo..,1,nso
abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Uhlaziyo lwemigaqo yokuhanjiswa. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu..,1,xho
khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Komiti ya mutheo i khou ita mushumo wa u imisa u shandukela ha tshikalo. Khomphani dza.,1,ven
"sa tshipiḓa tsha fulo iḽi, ro dzhenela kha ‘ṱhanganelano dza ndivho nthihi’ mbili, iṅwe ndi ya pfanelo na vhulamukanyi ha zwa ikonomi ngeno iṅwe i tshi lwisana na khakhathi dzo ḓisendekaho nga mbeu.
",0,ven
"kwilizwe eligcina ilungelo lenkululeko yenkolo, kufu neka kwenziwe konke oku semandleni ukuxhasa abantu bethu ekusebenziseni eli lungelo.
",0,xho
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo. Masipala u ṱalutshedza maano.,1,ven
go na le diphetogo go tšweletšong ya motlakase le meetse. Komiti ya tikologo e tla swara kopano le setšhaba. Komiti ya tikologo.,1,nso
"re phela ka gare ga naga fao bohle ba nago le tokelo ya go ya dikgorotshekong go kgotsofatša ditokelo tša bona.
",0,nso
hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho. Nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi khou itwa nga masipala. Masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo. Masipala Vhadzulapo vha khou humbelwa u dzhiela nṱha pfanelo dzavho..,1,ven
"kambe va swi endlile.
",0,tso
"hi ku ya hi swikumiwa swa ndzavisiso wa mavonelo ya vanhu wa ipsos pulse of the people lowu wu humesiweke hi sunguti, 61% wa maafrikadzo nga lava nga na 15 kufika eka 17 wa malembe hi vukhale va titwa va ri na ku tshemba hi mayelana na 2020. a ndzi na ku kanakana leswaku matitwelo lama ya avelaniwa hi vantshwa hi ku angarhela ngopfungopfu ntlawa lowu wu velekiweke emahelweni ya malembexigidi lowu sweswi wu sungulaka vutomi bya vona bya vutswatsi, lawa vantshwa va ya vulaka ama2000.
",0,tso
"ka lenaneo la tšweletšo ya mohalagase la go ikema la enetši ya go tšošološwa, re bone legoro la praebete le dira dipeeletšo tše dintši tša go tšweletša mohlagase.
",0,nso
uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Abasebenzi.,1,xho
"mo nakong ye ya bothata bjo bogolo, re tla be re iphora ka go dira ditshepišo tšeo di se nago bonnete gomme di rotošago ditetelo tše kgolo tšeo re tlo palelwago ke go di phethagatša.
",0,nso
"kwiimeko ezininzi, abasebenzi bangabuyela emsebenzini ngaphandle kokuvavanywa kwakhona ukuba ngaba: bazigqibile iintsuku ezili 10 zokugcinwa bucala okanye zokuzenza amakheswa ngokunyanzelekile.
",0,xho
lenaneo la tlhokomelo ya maphelo le tla thomišwa kgweding ye e tlago. Lenaneo la tlhokomelo ya.,1,nso
vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki. Ndzi tshembha leswaku ntirho lowu wu ta pfuna swirho swa muganga. Vaendli va nawu va khensa nkarhi wa vun'we exikarhi.,1,tso
go na le diphetogo go tšweletšong ya motlakase le meetse. Bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo. Lenaneo la tlhokomelo ya maphelo le tla thomišwa. Tlhahlobo ya mešomo e tla dirwa kgwedi e tlago.,1,nso
"thekgo ya balwetši e bohlokwa go lwantšha tb dale hes protšeke ya afrika borwa ya bolwetši bja mafahla (tb) yeo e šomago mmogo le etšensi ya amerika ya tlhabollo ya boditšhabatšhaba (usaid) e laeditše bohlatse bja go ba mohlala wo mokaonekaone wa ka fao mmušo, batho setšhabeng le mekgatlo yeo e sego ya mmušo (dingo) di ka šomago mmogo go lwantšha tb ka go abela balwetši thekgo ye maleba.
",0,nso
izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. IKomiti yendalo iya kubamba intlanganiso.,1,xho
uMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Uhlaziyo lwemigaqo. Uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko..,1,xho
vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki. Vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo. Vaendli va nawu va.,1,tso
amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. IKomiti.,1,xho
"yi tlhela yi kondletela vutekaxiave bya vanhu na nkatsa hinkwavo, yi nyika miganga tindlela to cinca vutomi bya vona tanihiloko va endla mixaka yintshwa ya ntirho.
",0,tso
"nndwa iyi ya ḽivhazwakale yo iteaho kha miḽwaha ya 45 yo fhelaho i bvela phanḽa na u humbulwa u mona na afrika na ḽifhasi ḽoḽhe.
",0,ven
ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Masipala wu tivisile leswaku ku.,1,tso
hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho. Hu do fhaṱwa tshikolo tshiswa u thusa. Komiti ya mutheo i khou ita mushumo wa u imisa u shandukela ha tshikalo..,1,ven
abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. IKomiti yendalo iya kubamba intlanganiso noluntu. Uluntu luyakhuthazwa ukuba.,1,xho
"go arabela mahu le dikgobalo tšeo di hlotšwego ke ge bana ba wela ka dintlwaneng tša boithomelo, re tsebagaditše lesolo la safe go akgofiša kabo ya dintlwana tša bo ithomelo tša maleba dikolong ka moka ka nageng.
",0,nso
"vhuḓiimiseli hashu kha u khwaṱhisa na u khwiṋisa zwa u maanḓafhadzwa siani ḽa zwa ikonomi a vhu khou thengathenga.
",0,ven
"asinakho ukubaphoxa.
",0,xho
"dinako tša kgašo di hwetšagala go dišetule tša mananeoa thelebišene le go wepsaete ya woza matrics gowozamatrics.co.za .
",0,nso
"ro kona u langa u phaḓalala ha vhulwadze nga ṅwambo wa tshumisano na u vula maṱo ha vhadzulapo.
",0,ven
"bokgoni ga bo amane fela le mangwalo a maleba a thuto le mabokgoni a sethekniki, eupša bo amana le go ba le maitshwaro a maleba a tlhompho, tlhomphego le po tego ge o šomišana le maloko a setšhaba.
",0,nso
"muṅwe wa milayo miswa we phresidennde vho ramaphosa vha vha vha tshi khou sumba khawo, ndi criminal and related matters amendment act une wa tsireledza avho vha songo tsireledzeaho kha u nga tambudzwa hafhu lwa vhuvhili.
",0,ven
"dipalopalo tše ga se tša kaonafala kudu mo mengwageng ye e fetilego ye 28. go sa le bjale, go bile le masolo a bohlokwa a ka lekaleng la phraebete le magato ao a dirilwego ke mmušo ka maikemišetšo a go nolofatša go kgatha tema kudu le ga bohlokwa ga bathobaso ka ekonoming.
",0,nso
ndzi tshembha leswaku ntirho lowu wu ta pfuna swirho swa muganga. Masipala wu tivisile leswaku ku ta endliwa ntirho wo antswisa switirhisiwa. Ntirho wo hlawuleka wa ta sunguriwa emasunguleni.,1,tso
khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Komiti ya mutheo.,1,ven
iKomiti yendalo iya kubamba intlanganiso noluntu. IKomiti yendalo iya kubamba intlanganiso noluntu. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. IKomiti yendalo iya kubamba intlanganiso noluntu..,1,xho
"bmw e tsenela lesolo la go ba kgahlanong le gb vukuzenzele unnamed bmw group south africa e abile difatanaga tše hlano tša bmw i3 tšeo di tla šomišwago ke bašomi ba tlhokomelo ya setšhaba go fihlelela batšwasehlabelo ba dikgaruru tšeo di ikadilego ka bong (gbv).
",0,nso
"nga nṱhani ha hezwi, ri fanela u khwinisa nga u ṱavhanya vhupo ha nga ngomu ha fhethu ha nnyi na nnyi hune khonadzeo ya khombo ya u kavhiwa ya vha khulwanesa.
",0,ven
abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. Amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. Uhlaziyo.,1,xho
masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo. Vhadzulapo vha khou humbelwa u dzhiela nṱha pfanelo dzavho. Hu do Nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi khou itwa nga masipala. Komiti ya mutheo i khou ita mushumo wa u imisa u shandukela ha tshikalo..,1,ven
"e simolotse kwa kapa bophirima mme jaanong e tsweletse go tsubotla kapa botlhaba le gauteng.
",0,tso
"imosamaria efree stateimosamaria, esemangaung yenye yeengo ezifumene inkxasomali evela kwiprojekthi.
",0,xho
abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Uhlaziyo lwemigaqo. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo..,1,xho
"re na gape le lena neo la kgatišo ya melaetša la maitirišo go bao ba nyakago go letšetša mogala wo wa go se lefelwe ka morago ga diiri tša mošomo,"" seloane a realo.
",0,nso
"kodwa kusekutsha kakhu lu ukuba singakubhiyozela oku.
",0,xho
phethagatšo ya mananeo e tla matlafatša tlhabollo ya motheo. Phethagatšo ya mananeo a bjalo e oketša tshepetšo ya mmušo. Se se bontšha boikemišetšo bja go fetoša maemo a maphelo.,1,nso
go na le maitekelo a go lokiša ditaba tša dirapa tša boithabiso. Dipalangwa di tla hlabollwa go fihlelela ditlhoko tša setšhaba. Go šoma mmogo le baagi go thea motheo o tiilego wa tlhabollo.,1,nso
komiti ya tikologo e tla swara kopano le setšhaba. Komiti ya tikologo e tla swara kopano. Mogwera wa tikologo o boletše ka bohlokwa bja paballo ya tikologo.,1,nso
"kwixesha elizayo kuza kuthiwa lo nyaka, wama2020, wawuyimbali.
",0,xho
"hi tumbuluxile swivumbeko swintshwa, ku fana na xiyengetsongo xo lavisisa eka npa ku tengisa vukungundzwana bya xiyimo xa le henhla na huvo yo hlawuleka ya siu ku vuyisa mali ya mfumo leyi nga yiviwa.
",0,tso
khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho. Masipala u ṱalutshedza maano a. Masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo..,1,ven
"suduka o bolela gore di baotšhara di tla mo thuša go godiša lehlakore la kgwebo ya gagwe la go tšweletša mae.
",0,nso
"yi nyike masungulo yo tiya ya kungu ra ku akiwa hi vuntshwa ka ikhonomi na nhlakarhelo leri hi nga ri simeka hi nhlangula lembe leri nga hundza.
",0,tso
"baithuti, barutiši le batswadi ba rutwa go tšweletša dijo tša bona ka dirapaneng.
",0,nso
lenaneo le le hlophilwego le lebane le ditlhoko tša ditirelo tša setšhaba. Go kgothaletšwa setšhaba go tsenya letsogo le go tšea karolo. Mašeleng a tla abelwa mafapha a bohlokwa go netefatša tšwelopele.,1,nso
"nangona icovid19 ibigquba, siye sakwazi ukuba nenkqubela kwiqela lezinto eziphambili ebesifuna ukuzenza.
",0,xho
"hi ku endla tano hi langutisa ngopfu eka vuswikoti bya tikokulu hi byoxe, vu swikoti na mihlangano yo fana na tisenthara ta afrika to lawula no sivela mavabyi (afrika cdc).
",0,tso
batho ba kgopelwa go ikwaditša bakeng sa lenaneo le le mpsha. Bafaladi ba kgopelwa go ngwadiša.,1,nso
lenaneo la tlhokomelo ya maphelo le tla thomišwa kgweding ye e tlago. Go na le diphetogo go. Batho ba kgopelwa go ikwaditša bakeng sa lenaneo le le mpsha.,1,nso
"unyana wam ebenomkhuhlane iintsuku ezintathu, kodwa waphila ngokukhawuleza nje zakuba ziphelile iimpawu,"" utshilo.
",0,xho
vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo. Komiti ya mbangu yi ta khoma nhlangano ni vaaki. Ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa.. Vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki..,1,tso
"eupša se se tsamaišana le kotsi yeo e hlatlogilego ya diphetelo.
",0,nso
"ho vha u wana gundo hu konḓaho nahone nga nnḓa hayo, ri nga si kone u bvelela.",0,ven
lenaneo le le hlophilwego le lebane le ditlhoko tša tlhabollo ya setšhaba. Go šoma mmogo le baagi go thea motheo o tiilego wa tlhabollo. Se se tla thuša go hlaola diphapano setšhabeng.,1,nso
iKomiti yendalo iya kubamba intlanganiso noluntu. Kusungulwa inkqubo entsha yempilo yabantu kule.,1,xho
masipala wu tivisile leswaku ku ta endliwa ntirho wo antswisa switirhisiwa. Swi laveka leswaku ku vekiwa swiboho leswi nga ta pfuna.,1,tso
lenaneo la tlhokomelo ya maphelo le tla thomišwa kgweding ye e tlago. Mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Mmasepala o.,1,nso
komiti ya tikologo e tla swara kopano le setšhaba. Batho ba kgopelwa go ikwaditša bakeng sa lenaneo le le mpsha. Bafaladi ba kgopelwa.,1,nso
